ad_id,brand_category,competitor_page,ad_creation_time,ad_creative_body,spend_lower_inr,spend_upper_inr,impressions_lower,impressions_upper,publisher_platform,region_distribution,target_age_group,cta_type,is_active
AD_100583,Bebodywise,Nua Woman,2025-12-02,Transform your hair naturally.,17136,26725,85167,245751,Audience Network,India - North,35-44,Learn More,False
AD_100584,Man Matters,Traya,2025-11-26,Doctor recommended wellness formula.,8772,11595,26646,135934,Messenger,India - East,25-34,Sign Up,True
AD_100585,Man Matters,Traya,2025-10-16,Boost immunity with natural ingredients.,1207,9361,16374,94716,Facebook,India - East,18-24,Order Now,True
AD_100586,Bebodywise,Setu Nutrition,2025-10-22,Dermatologist tested and approved.,11187,26932,21928,124099,Messenger,India - West,35-44,Shop Now,True
AD_100587,Little Joys,Brainiac,2026-02-13,Special festive discount live now.,2662,19227,36324,232644,Audience Network,India - West,25-34,Shop Now,False
AD_100588,Bebodywise,Plix,2025-11-15,Transform your hair naturally.,14453,18714,55251,203499,Facebook,India - East,25-34,Shop Now,True
AD_100589,Man Matters,Traya,2025-11-29,Limited time offer! Get healthier skin today.,10945,21673,47593,161544,Facebook,India - North,25-34,Order Now,True
AD_100590,Bebodywise,Setu Nutrition,2025-09-04,Flat 40% off on your first purchase.,11965,18641,92406,281558,Facebook,India - East,45-54,Order Now,True
AD_100591,Little Joys,Slurrp Farm,2025-09-12,Doctor recommended wellness formula.,19823,28244,24840,101343,Instagram,India - North,35-44,Sign Up,False
AD_100592,Man Matters,The Man Company,2025-12-30,Doctor recommended wellness formula.,18377,43528,40497,66640,Facebook,India - West,18-24,Sign Up,False
AD_100593,Little Joys,Brainiac,2026-01-23,Give your baby the best nutrition.,17299,19332,21034,171732,Messenger,India - North,35-44,Learn More,True
AD_100594,Man Matters,Traya,2026-02-10,Feel confident every day.,11379,37475,62974,258544,Instagram,India - South,18-24,Sign Up,True
AD_100595,Man Matters,The Man Company,2025-12-20,Boost immunity with natural ingredients.,19620,26776,49766,124283,Instagram,India - South,25-34,Learn More,False
AD_100596,Little Joys,Slurrp Farm,2025-12-07,Feel confident every day.,1305,27251,51863,71569,Messenger,India - East,25-34,Shop Now,True
AD_100597,Bebodywise,Setu Nutrition,2025-09-03,Give your baby the best nutrition.,19473,36866,67004,215892,Audience Network,India - North,45-54,Sign Up,False
AD_100598,Bebodywise,Plix,2026-01-11,Boost immunity with natural ingredients.,9082,29211,53559,203604,Facebook,India - West,35-44,Sign Up,False
AD_100599,Bebodywise,Nua Woman,2025-12-24,Clinically proven results in 30 days.,10346,26485,95966,220008,Instagram,India - West,35-44,Learn More,True
AD_100600,Little Joys,Slurrp Farm,2026-01-30,Special festive discount live now.,15155,34504,65684,194210,Facebook,India - East,45-54,Learn More,True
AD_100601,Little Joys,Supples,2025-09-06,Doctor recommended wellness formula.,5348,8598,69554,82688,Facebook,India - South,18-24,Sign Up,False
AD_100602,Man Matters,Beardo,2025-09-22,Limited time offer! Get healthier skin today.,14517,30689,43555,106870,Instagram,India - East,35-44,Shop Now,False
AD_100603,Man Matters,Traya,2025-12-30,Flat 40% off on your first purchase.,19713,26052,74844,117012,Facebook,India - West,18-24,Shop Now,True
AD_100604,Man Matters,Traya,2026-01-01,Clinically proven results in 30 days.,5687,20170,84933,193249,Facebook,India - East,35-44,Order Now,False
AD_100605,Bebodywise,Plix,2025-09-22,Give your baby the best nutrition.,18723,45438,70155,173091,Messenger,India - East,18-24,Sign Up,True
AD_100606,Little Joys,Brainiac,2026-01-08,Transform your hair naturally.,11741,18904,47765,176525,Messenger,India - North,18-24,Sign Up,False
AD_100607,Bebodywise,Setu Nutrition,2025-11-11,Feel confident every day.,19525,41145,35355,233224,Facebook,India - North,18-24,Learn More,True
AD_100608,Bebodywise,Setu Nutrition,2026-01-20,Special festive discount live now.,14391,34825,37266,84242,Audience Network,India - West,18-24,Shop Now,False
AD_100609,Man Matters,Beardo,2025-11-30,Boost immunity with natural ingredients.,10881,35932,75249,274022,Facebook,India - South,25-34,Learn More,False
AD_100610,Man Matters,The Man Company,2026-01-06,Boost immunity with natural ingredients.,18415,37658,40036,239017,Facebook,India - East,35-44,Shop Now,False
AD_100611,Bebodywise,Setu Nutrition,2025-10-18,Feel confident every day.,2588,7578,93346,190702,Facebook,India - North,45-54,Order Now,False
AD_100612,Little Joys,Slurrp Farm,2025-11-08,Transform your hair naturally.,5712,31581,46278,118712,Messenger,India - South,18-24,Learn More,False
AD_100613,Bebodywise,Setu Nutrition,2025-09-09,Boost immunity with natural ingredients.,7279,12016,9952,95781,Messenger,India - South,45-54,Learn More,False
AD_100614,Man Matters,Traya,2025-11-10,Special festive discount live now.,6392,36166,8069,197749,Messenger,India - East,18-24,Learn More,False
AD_100615,Bebodywise,Nua Woman,2026-02-01,Special festive discount live now.,16830,45749,36892,155813,Audience Network,India - East,45-54,Order Now,False
AD_100616,Bebodywise,Setu Nutrition,2025-12-31,Clinically proven results in 30 days.,4913,23220,57416,168973,Instagram,India - West,18-24,Learn More,False
AD_100617,Little Joys,Brainiac,2026-02-15,Special festive discount live now.,7823,25483,94252,206136,Messenger,India - West,25-34,Order Now,False
AD_100618,Little Joys,Slurrp Farm,2025-12-25,Limited time offer! Get healthier skin today.,3701,32299,86504,107615,Audience Network,India - East,18-24,Learn More,True
AD_100619,Man Matters,Beardo,2025-11-10,Dermatologist tested and approved.,19626,37108,53265,252076,Facebook,India - North,45-54,Learn More,False
AD_100620,Man Matters,Beardo,2026-02-01,Boost immunity with natural ingredients.,9433,35226,47534,147878,Messenger,India - East,18-24,Sign Up,True
AD_100621,Bebodywise,Plix,2025-08-31,Transform your hair naturally.,7423,35467,36611,141460,Instagram,India - North,18-24,Shop Now,True
AD_100622,Little Joys,Slurrp Farm,2026-01-16,Flat 40% off on your first purchase.,16486,26868,88526,116342,Audience Network,India - South,45-54,Order Now,False
AD_100623,Man Matters,Traya,2025-10-21,Doctor recommended wellness formula.,16334,41411,6177,123830,Facebook,India - North,25-34,Order Now,True
AD_100624,Man Matters,Traya,2025-11-15,Flat 40% off on your first purchase.,8029,15586,85485,259495,Facebook,India - South,45-54,Order Now,False
AD_100625,Man Matters,Beardo,2025-10-18,Feel confident every day.,12063,18276,12390,147724,Messenger,India - West,35-44,Order Now,False
AD_100626,Bebodywise,Nua Woman,2026-02-19,Limited time offer! Get healthier skin today.,14092,31539,11552,80843,Messenger,India - South,45-54,Shop Now,True
AD_100627,Bebodywise,Nua Woman,2025-12-14,Give your baby the best nutrition.,2998,28718,14915,155573,Messenger,India - South,18-24,Shop Now,True
AD_100628,Man Matters,Beardo,2026-01-14,Transform your hair naturally.,15432,25680,65920,93704,Audience Network,India - South,45-54,Learn More,False
AD_100629,Man Matters,Traya,2025-12-05,Limited time offer! Get healthier skin today.,14877,35000,88355,147171,Audience Network,India - West,35-44,Learn More,True
AD_100630,Little Joys,Brainiac,2025-10-21,Give your baby the best nutrition.,9169,30907,58837,171980,Messenger,India - North,45-54,Shop Now,False
AD_100631,Bebodywise,Plix,2025-09-06,Flat 40% off on your first purchase.,18680,30486,64850,256675,Audience Network,India - North,35-44,Learn More,False
AD_100632,Bebodywise,Setu Nutrition,2025-12-31,Boost immunity with natural ingredients.,5959,16427,90093,118209,Audience Network,India - North,35-44,Order Now,True
AD_100633,Bebodywise,Plix,2026-02-12,Clinically proven results in 30 days.,19017,35940,91198,160735,Facebook,India - East,18-24,Shop Now,True
AD_100634,Bebodywise,Plix,2025-12-12,Special festive discount live now.,12782,21776,15151,125401,Audience Network,India - East,18-24,Shop Now,True
AD_100635,Man Matters,Traya,2025-09-18,Special festive discount live now.,12825,24042,9262,126814,Facebook,India - East,18-24,Learn More,True
AD_100636,Bebodywise,Setu Nutrition,2025-08-26,Special festive discount live now.,14085,41882,15046,32650,Facebook,India - South,25-34,Learn More,False
AD_100637,Little Joys,Supples,2026-01-01,Transform your hair naturally.,3547,18469,73778,105889,Audience Network,India - South,25-34,Learn More,True
AD_100638,Bebodywise,Nua Woman,2025-12-06,Dermatologist tested and approved.,17396,33094,77635,165967,Instagram,India - South,35-44,Learn More,False
AD_100639,Little Joys,Slurrp Farm,2025-09-19,Flat 40% off on your first purchase.,19950,47539,63467,233918,Messenger,India - South,35-44,Shop Now,True
AD_100640,Bebodywise,Setu Nutrition,2025-08-31,Doctor recommended wellness formula.,12930,37253,37565,111550,Audience Network,India - West,18-24,Shop Now,True
AD_100641,Little Joys,Supples,2025-11-22,Flat 40% off on your first purchase.,1311,14436,91160,259304,Facebook,India - West,45-54,Shop Now,False
AD_100642,Little Joys,Slurrp Farm,2026-02-07,Special festive discount live now.,6904,9117,48356,236226,Facebook,India - South,35-44,Sign Up,False
AD_100643,Man Matters,Traya,2025-11-11,Transform your hair naturally.,16789,41109,31059,72438,Messenger,India - East,35-44,Learn More,True
AD_100644,Little Joys,Brainiac,2025-08-29,Clinically proven results in 30 days.,8766,25439,10192,160415,Audience Network,India - North,18-24,Shop Now,False
AD_100645,Man Matters,Traya,2026-01-24,Flat 40% off on your first purchase.,11142,32784,99945,203594,Messenger,India - North,35-44,Shop Now,True
AD_100646,Bebodywise,Nua Woman,2025-11-01,Dermatologist tested and approved.,10335,12653,40036,195735,Facebook,India - South,35-44,Shop Now,True
AD_100647,Man Matters,The Man Company,2025-09-21,Flat 40% off on your first purchase.,17577,24315,82079,96008,Audience Network,India - East,45-54,Shop Now,True
AD_100648,Bebodywise,Nua Woman,2025-12-21,Special festive discount live now.,13152,22757,54452,119464,Instagram,India - South,25-34,Sign Up,False
AD_100649,Little Joys,Brainiac,2025-10-02,Doctor recommended wellness formula.,7302,34505,11708,33891,Instagram,India - East,18-24,Shop Now,True
AD_100650,Little Joys,Brainiac,2025-09-10,Special festive discount live now.,1658,17840,39269,111350,Instagram,India - West,45-54,Shop Now,True
AD_100651,Little Joys,Supples,2025-12-07,Flat 40% off on your first purchase.,16526,32564,35812,196816,Audience Network,India - West,18-24,Sign Up,True
AD_100652,Bebodywise,Plix,2026-02-15,Give your baby the best nutrition.,18925,25109,24043,87410,Audience Network,India - North,25-34,Order Now,True
AD_100653,Man Matters,Beardo,2025-11-17,Clinically proven results in 30 days.,12536,23260,30894,195999,Audience Network,India - West,45-54,Shop Now,True
AD_100654,Man Matters,The Man Company,2025-09-15,Doctor recommended wellness formula.,18748,32824,94858,255931,Instagram,India - East,18-24,Shop Now,False
AD_100655,Man Matters,The Man Company,2025-11-08,Clinically proven results in 30 days.,4677,24811,14029,42155,Instagram,India - South,25-34,Sign Up,False
AD_100656,Bebodywise,Nua Woman,2026-02-19,Feel confident every day.,16644,21207,44493,164370,Messenger,India - South,45-54,Order Now,False
AD_100657,Man Matters,The Man Company,2025-12-27,Give your baby the best nutrition.,9962,26108,79831,270098,Audience Network,India - North,45-54,Shop Now,True
AD_100658,Bebodywise,Nua Woman,2026-01-13,Flat 40% off on your first purchase.,3977,30302,22769,131166,Instagram,India - East,25-34,Order Now,True
AD_100659,Little Joys,Supples,2025-09-02,Special festive discount live now.,10578,27829,17484,121763,Audience Network,India - West,35-44,Sign Up,False
AD_100660,Bebodywise,Plix,2025-10-07,Flat 40% off on your first purchase.,2618,29903,63426,217604,Instagram,India - West,45-54,Learn More,False
AD_100661,Man Matters,The Man Company,2026-02-15,Feel confident every day.,9762,32651,27979,101692,Messenger,India - North,45-54,Order Now,False
AD_100662,Man Matters,Traya,2025-11-10,Doctor recommended wellness formula.,16083,30105,45917,147152,Facebook,India - South,45-54,Learn More,False
AD_100663,Man Matters,Beardo,2026-01-13,Boost immunity with natural ingredients.,11011,23625,60335,151113,Audience Network,India - West,18-24,Sign Up,True
AD_100664,Little Joys,Brainiac,2025-11-11,Feel confident every day.,17475,38525,28813,39604,Audience Network,India - West,45-54,Learn More,True
AD_100665,Man Matters,The Man Company,2025-12-24,Flat 40% off on your first purchase.,16507,42902,69359,191278,Instagram,India - East,45-54,Shop Now,True
AD_100666,Man Matters,Beardo,2026-02-14,Special festive discount live now.,5176,12572,52088,243986,Audience Network,India - South,35-44,Sign Up,True
AD_100667,Little Joys,Supples,2026-01-02,Give your baby the best nutrition.,7517,11878,70197,125694,Facebook,India - North,25-34,Learn More,True
AD_100668,Little Joys,Brainiac,2025-09-11,Special festive discount live now.,8678,34148,83700,180706,Audience Network,India - West,18-24,Learn More,False
AD_100669,Little Joys,Brainiac,2025-09-05,Special festive discount live now.,16376,29389,18870,40882,Audience Network,India - East,35-44,Learn More,False
AD_100670,Bebodywise,Setu Nutrition,2025-11-08,Clinically proven results in 30 days.,4796,29854,51448,147990,Messenger,India - East,35-44,Order Now,False
AD_100671,Bebodywise,Setu Nutrition,2025-11-19,Give your baby the best nutrition.,4366,14535,96460,170446,Messenger,India - West,35-44,Shop Now,True
AD_100672,Man Matters,Traya,2025-10-26,Feel confident every day.,8418,18420,20785,143978,Messenger,India - East,45-54,Order Now,False
AD_100673,Man Matters,The Man Company,2026-02-15,Limited time offer! Get healthier skin today.,8095,18675,14816,141181,Facebook,India - South,18-24,Learn More,False
AD_100674,Little Joys,Brainiac,2025-11-17,Boost immunity with natural ingredients.,2477,18577,87915,245447,Messenger,India - North,25-34,Shop Now,True
AD_100675,Little Joys,Slurrp Farm,2025-10-20,Feel confident every day.,2773,24625,68889,233562,Messenger,India - West,25-34,Shop Now,True
AD_100676,Man Matters,The Man Company,2025-11-02,Limited time offer! Get healthier skin today.,11957,23653,53550,138565,Facebook,India - South,35-44,Learn More,False
AD_100677,Little Joys,Slurrp Farm,2025-09-14,Boost immunity with natural ingredients.,16084,36948,33047,119634,Instagram,India - West,18-24,Learn More,True
AD_100678,Man Matters,Traya,2026-01-31,Clinically proven results in 30 days.,9962,24752,16113,56038,Audience Network,India - West,18-24,Order Now,False
AD_100679,Bebodywise,Plix,2025-10-10,Give your baby the best nutrition.,14288,19744,74694,272851,Facebook,India - West,35-44,Sign Up,False
AD_100680,Little Joys,Slurrp Farm,2025-11-21,Clinically proven results in 30 days.,4663,18860,9327,158529,Instagram,India - East,18-24,Learn More,True
AD_100681,Man Matters,Traya,2025-09-11,Flat 40% off on your first purchase.,3143,18904,41780,196759,Instagram,India - West,18-24,Shop Now,False
AD_100682,Little Joys,Slurrp Farm,2025-10-12,Give your baby the best nutrition.,4921,9552,40030,229736,Audience Network,India - South,18-24,Shop Now,False
AD_100683,Bebodywise,Plix,2025-12-30,Doctor recommended wellness formula.,13210,18795,99613,121874,Facebook,India - North,18-24,Order Now,False
AD_100684,Bebodywise,Setu Nutrition,2025-10-19,Transform your hair naturally.,6016,32180,85740,153066,Instagram,India - North,45-54,Sign Up,True
AD_100685,Bebodywise,Nua Woman,2025-09-10,Clinically proven results in 30 days.,5950,35499,73532,189838,Messenger,India - South,35-44,Order Now,True
AD_100686,Man Matters,Traya,2025-11-30,Feel confident every day.,14443,28276,83244,178922,Facebook,India - West,25-34,Learn More,False
AD_100687,Little Joys,Supples,2025-10-27,Flat 40% off on your first purchase.,1420,13731,84472,256919,Instagram,India - West,45-54,Order Now,True
AD_100688,Bebodywise,Nua Woman,2025-10-10,Doctor recommended wellness formula.,1846,31236,16983,66562,Audience Network,India - East,25-34,Learn More,True
AD_100689,Man Matters,Traya,2025-12-15,Clinically proven results in 30 days.,4450,10919,5096,20134,Messenger,India - East,18-24,Learn More,False
AD_100690,Little Joys,Brainiac,2026-02-18,Doctor recommended wellness formula.,10482,18727,64429,254598,Instagram,India - East,35-44,Shop Now,True
AD_100691,Man Matters,The Man Company,2025-12-29,Special festive discount live now.,7145,35963,21129,126618,Instagram,India - North,45-54,Order Now,False
AD_100692,Bebodywise,Nua Woman,2025-12-16,Boost immunity with natural ingredients.,3788,9608,82674,181316,Messenger,India - North,35-44,Order Now,True
AD_100693,Man Matters,Traya,2025-12-13,Transform your hair naturally.,5173,25743,46138,225711,Instagram,India - South,35-44,Shop Now,False
AD_100694,Bebodywise,Nua Woman,2025-10-17,Give your baby the best nutrition.,4552,6569,65343,128082,Audience Network,India - North,18-24,Shop Now,True
AD_100695,Little Joys,Slurrp Farm,2025-09-20,Doctor recommended wellness formula.,5661,21591,8949,175652,Messenger,India - South,35-44,Order Now,False
AD_100696,Man Matters,The Man Company,2025-10-20,Limited time offer! Get healthier skin today.,6065,14410,63414,172582,Messenger,India - North,35-44,Sign Up,False
AD_100697,Bebodywise,Setu Nutrition,2025-10-26,Doctor recommended wellness formula.,18686,32136,92052,169225,Instagram,India - East,18-24,Sign Up,False
AD_100698,Man Matters,Traya,2026-01-15,Boost immunity with natural ingredients.,1594,28237,16210,93508,Audience Network,India - East,45-54,Order Now,False
AD_100699,Man Matters,Beardo,2025-10-03,Doctor recommended wellness formula.,2419,13447,97804,226291,Audience Network,India - South,18-24,Order Now,True
AD_100700,Man Matters,The Man Company,2025-11-06,Flat 40% off on your first purchase.,15386,22346,69673,154574,Audience Network,India - East,18-24,Order Now,False
AD_100701,Little Joys,Slurrp Farm,2026-02-10,Dermatologist tested and approved.,10714,15531,64940,206665,Facebook,India - North,25-34,Shop Now,False
AD_100702,Bebodywise,Nua Woman,2026-02-13,Boost immunity with natural ingredients.,9443,34653,77307,273377,Messenger,India - West,18-24,Sign Up,False
AD_100703,Bebodywise,Setu Nutrition,2026-01-28,Transform your hair naturally.,17337,22821,14548,76796,Messenger,India - East,35-44,Shop Now,False
AD_100704,Little Joys,Slurrp Farm,2026-02-10,Dermatologist tested and approved.,19267,29298,31362,169573,Instagram,India - South,25-34,Shop Now,False
AD_100705,Little Joys,Supples,2026-01-14,Clinically proven results in 30 days.,15552,35603,95906,266600,Messenger,India - West,35-44,Learn More,True
AD_100706,Bebodywise,Setu Nutrition,2025-10-25,Limited time offer! Get healthier skin today.,2462,6523,26037,44746,Instagram,India - East,45-54,Learn More,False
AD_100707,Man Matters,The Man Company,2025-12-09,Transform your hair naturally.,16236,27378,50722,115895,Audience Network,India - West,25-34,Shop Now,False
AD_100708,Bebodywise,Plix,2025-10-08,Give your baby the best nutrition.,4229,17472,62253,257906,Facebook,India - North,45-54,Order Now,False
AD_100709,Bebodywise,Plix,2025-12-09,Give your baby the best nutrition.,16793,40788,93592,131780,Messenger,India - West,35-44,Order Now,False
AD_100710,Man Matters,Traya,2026-01-20,Transform your hair naturally.,18612,23446,88300,117454,Facebook,India - West,45-54,Learn More,False
AD_100711,Man Matters,Traya,2025-09-27,Boost immunity with natural ingredients.,6184,10404,54139,200549,Messenger,India - North,45-54,Shop Now,True
AD_100712,Little Joys,Slurrp Farm,2025-08-30,Special festive discount live now.,14256,25615,57517,165184,Messenger,India - West,45-54,Sign Up,False
AD_100713,Little Joys,Brainiac,2025-12-11,Clinically proven results in 30 days.,9273,28864,72966,248804,Instagram,India - South,45-54,Sign Up,False
AD_100714,Bebodywise,Plix,2026-01-31,Boost immunity with natural ingredients.,11891,31438,13237,156236,Facebook,India - South,45-54,Order Now,False
AD_100715,Little Joys,Supples,2025-09-18,Boost immunity with natural ingredients.,16436,20212,81452,269313,Audience Network,India - South,18-24,Learn More,False
AD_100716,Man Matters,The Man Company,2026-01-26,Transform your hair naturally.,1103,15814,39112,194760,Facebook,India - West,35-44,Order Now,False
AD_100717,Little Joys,Brainiac,2025-09-19,Doctor recommended wellness formula.,2312,13593,17679,167593,Messenger,India - West,18-24,Sign Up,False
AD_100718,Bebodywise,Plix,2026-02-20,Boost immunity with natural ingredients.,6897,36442,55189,211248,Messenger,India - West,35-44,Learn More,True
AD_100719,Man Matters,Traya,2026-01-16,Clinically proven results in 30 days.,11222,38698,44163,110544,Audience Network,India - North,35-44,Order Now,False
AD_100720,Man Matters,The Man Company,2025-08-27,Doctor recommended wellness formula.,5772,16594,9538,138778,Messenger,India - East,45-54,Sign Up,True
AD_100721,Bebodywise,Setu Nutrition,2026-01-06,Special festive discount live now.,1501,23669,54300,88570,Facebook,India - West,18-24,Sign Up,True
AD_100722,Bebodywise,Setu Nutrition,2025-09-22,Doctor recommended wellness formula.,8636,34465,14234,48807,Audience Network,India - East,18-24,Learn More,False
AD_100723,Little Joys,Brainiac,2025-11-07,Doctor recommended wellness formula.,6449,9758,91468,265318,Messenger,India - East,35-44,Sign Up,True
AD_100724,Man Matters,Traya,2026-01-04,Flat 40% off on your first purchase.,10559,23830,67369,200403,Messenger,India - West,25-34,Shop Now,True
AD_100725,Man Matters,Beardo,2026-02-07,Boost immunity with natural ingredients.,7651,23298,83445,95857,Messenger,India - North,18-24,Learn More,True
AD_100726,Little Joys,Slurrp Farm,2025-12-08,Special festive discount live now.,6445,18002,67433,198780,Facebook,India - South,18-24,Order Now,False
AD_100727,Man Matters,Traya,2025-11-15,Special festive discount live now.,15721,21736,8297,41176,Audience Network,India - East,35-44,Order Now,True
AD_100728,Bebodywise,Nua Woman,2025-12-07,Transform your hair naturally.,7233,9981,10263,196006,Messenger,India - East,45-54,Shop Now,False
AD_100729,Little Joys,Supples,2025-12-18,Transform your hair naturally.,6220,25137,47266,81153,Instagram,India - East,25-34,Sign Up,True
AD_100730,Little Joys,Brainiac,2025-08-30,Clinically proven results in 30 days.,10933,18313,53995,224699,Instagram,India - South,35-44,Order Now,False
AD_100731,Bebodywise,Setu Nutrition,2026-01-27,Special festive discount live now.,1256,23474,45748,198460,Facebook,India - East,45-54,Learn More,False
AD_100732,Bebodywise,Nua Woman,2025-10-25,Dermatologist tested and approved.,2974,22263,30053,111565,Facebook,India - West,18-24,Shop Now,True
AD_100733,Man Matters,Traya,2026-02-17,Special festive discount live now.,7805,12249,40202,201364,Messenger,India - South,25-34,Order Now,False
AD_100734,Man Matters,Beardo,2025-12-12,Dermatologist tested and approved.,10876,18378,11996,46039,Facebook,India - West,25-34,Learn More,True
AD_100735,Little Joys,Brainiac,2025-11-08,Doctor recommended wellness formula.,14546,24579,55082,193779,Instagram,India - South,18-24,Sign Up,True
AD_100736,Man Matters,Traya,2025-12-07,Dermatologist tested and approved.,2307,11148,54357,139292,Instagram,India - South,25-34,Shop Now,True
AD_100737,Man Matters,Beardo,2026-01-08,Feel confident every day.,19994,40650,52831,136371,Instagram,India - East,35-44,Shop Now,True
AD_100738,Little Joys,Brainiac,2025-09-18,Give your baby the best nutrition.,17334,20195,95973,208239,Messenger,India - North,25-34,Learn More,False
AD_100739,Man Matters,Traya,2025-11-14,Doctor recommended wellness formula.,12505,26172,67161,258495,Instagram,India - North,45-54,Sign Up,False
AD_100740,Bebodywise,Nua Woman,2025-09-29,Feel confident every day.,3849,21111,13542,167064,Audience Network,India - North,35-44,Order Now,False
AD_100741,Man Matters,Traya,2025-08-29,Feel confident every day.,17071,38810,70757,185511,Audience Network,India - East,45-54,Order Now,False
AD_100742,Little Joys,Brainiac,2025-10-13,Give your baby the best nutrition.,2687,28390,57198,225052,Instagram,India - South,35-44,Learn More,True
AD_100743,Man Matters,Beardo,2025-10-28,Flat 40% off on your first purchase.,12825,36733,6732,61064,Audience Network,India - North,35-44,Order Now,False
AD_100744,Little Joys,Brainiac,2026-01-26,Limited time offer! Get healthier skin today.,19642,45122,59319,122267,Facebook,India - West,18-24,Learn More,False
AD_100745,Man Matters,The Man Company,2025-11-28,Doctor recommended wellness formula.,18411,48148,62442,219673,Audience Network,India - North,45-54,Learn More,False
AD_100746,Bebodywise,Plix,2025-10-02,Flat 40% off on your first purchase.,18623,40260,50133,169122,Instagram,India - South,35-44,Order Now,True
AD_100747,Bebodywise,Plix,2025-12-30,Flat 40% off on your first purchase.,13887,19761,43103,150588,Instagram,India - South,25-34,Shop Now,True
AD_100748,Man Matters,Traya,2025-12-14,Transform your hair naturally.,8823,16370,97286,183213,Messenger,India - South,18-24,Sign Up,True
AD_100749,Bebodywise,Nua Woman,2026-01-15,Special festive discount live now.,10861,19686,20395,131750,Facebook,India - South,35-44,Sign Up,False
AD_100750,Little Joys,Brainiac,2025-09-28,Doctor recommended wellness formula.,3937,15748,53358,83825,Audience Network,India - North,18-24,Shop Now,False
AD_100751,Man Matters,Traya,2026-01-15,Transform your hair naturally.,17993,46408,37462,205055,Instagram,India - East,18-24,Shop Now,False
AD_100752,Man Matters,Beardo,2025-09-01,Give your baby the best nutrition.,8870,32751,67612,99995,Audience Network,India - South,35-44,Learn More,True
AD_100753,Man Matters,Traya,2025-10-01,Clinically proven results in 30 days.,2054,22731,78183,267742,Audience Network,India - South,45-54,Learn More,False
AD_100754,Bebodywise,Nua Woman,2026-01-15,Clinically proven results in 30 days.,3642,15496,75835,137503,Messenger,India - North,18-24,Sign Up,False
AD_100755,Man Matters,The Man Company,2026-02-07,Give your baby the best nutrition.,2198,21613,55296,163932,Facebook,India - East,25-34,Sign Up,True
AD_100756,Bebodywise,Nua Woman,2025-10-03,Clinically proven results in 30 days.,9932,29670,21470,64835,Instagram,India - North,18-24,Order Now,True
AD_100757,Man Matters,The Man Company,2025-11-19,Boost immunity with natural ingredients.,4437,31771,51045,174007,Instagram,India - South,45-54,Sign Up,True
AD_100758,Bebodywise,Setu Nutrition,2025-12-27,Dermatologist tested and approved.,6759,12193,38885,52286,Facebook,India - North,35-44,Learn More,False
AD_100759,Man Matters,Traya,2025-11-28,Clinically proven results in 30 days.,5132,27018,40244,161900,Messenger,India - West,18-24,Sign Up,False
AD_100760,Little Joys,Brainiac,2025-11-08,Give your baby the best nutrition.,1949,13248,53913,193015,Messenger,India - East,35-44,Order Now,True
AD_100761,Little Joys,Supples,2026-02-09,Clinically proven results in 30 days.,7364,24919,79987,139611,Audience Network,India - East,18-24,Sign Up,False
AD_100762,Man Matters,The Man Company,2025-09-01,Doctor recommended wellness formula.,16684,46083,17113,71238,Audience Network,India - North,18-24,Learn More,True
AD_100763,Bebodywise,Nua Woman,2026-01-30,Give your baby the best nutrition.,19187,35844,5136,132088,Facebook,India - East,35-44,Learn More,False
AD_100764,Little Joys,Slurrp Farm,2026-01-21,Special festive discount live now.,13337,39309,63373,146231,Audience Network,India - East,18-24,Order Now,True
AD_100765,Bebodywise,Nua Woman,2025-09-20,Flat 40% off on your first purchase.,4625,14332,50833,197223,Facebook,India - East,18-24,Learn More,False
AD_100766,Man Matters,The Man Company,2026-01-16,Transform your hair naturally.,5180,26617,93379,262135,Facebook,India - North,35-44,Learn More,False
AD_100767,Bebodywise,Nua Woman,2025-12-05,Give your baby the best nutrition.,18164,27271,34703,142933,Audience Network,India - East,25-34,Learn More,True
AD_100768,Bebodywise,Nua Woman,2025-09-28,Limited time offer! Get healthier skin today.,13503,43168,15563,101126,Audience Network,India - West,35-44,Sign Up,False
AD_100769,Bebodywise,Plix,2025-09-18,Feel confident every day.,4431,10143,33914,162634,Messenger,India - North,18-24,Shop Now,False
AD_100770,Man Matters,Traya,2026-01-16,Boost immunity with natural ingredients.,4147,34083,11513,53287,Instagram,India - North,18-24,Sign Up,False
AD_100771,Bebodywise,Plix,2026-01-17,Doctor recommended wellness formula.,13180,26549,58191,173528,Facebook,India - North,18-24,Sign Up,False
AD_100772,Little Joys,Slurrp Farm,2026-02-01,Special festive discount live now.,4720,16047,97164,152599,Facebook,India - East,35-44,Learn More,True
AD_100773,Man Matters,Traya,2025-10-22,Doctor recommended wellness formula.,11969,31157,83928,155129,Instagram,India - West,45-54,Order Now,True
AD_100774,Man Matters,The Man Company,2025-10-07,Transform your hair naturally.,10150,16238,32098,139604,Facebook,India - North,25-34,Learn More,False
AD_100775,Little Joys,Slurrp Farm,2025-11-08,Boost immunity with natural ingredients.,4672,33286,12750,163211,Instagram,India - North,45-54,Shop Now,True
AD_100776,Little Joys,Slurrp Farm,2025-09-10,Clinically proven results in 30 days.,12973,39345,32415,120178,Instagram,India - North,45-54,Sign Up,True
AD_100777,Man Matters,The Man Company,2026-01-07,Flat 40% off on your first purchase.,16838,23495,66727,211973,Instagram,India - West,45-54,Learn More,False
